src,dst,type
Agent:Blue,Event:B:101,PERFORMS
Event:B:101,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:102,PERFORMS
Event:R:102,ATTACK:UNK,USES_TECHNIQUE
Event:R:102,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:102,PERFORMS
Event:B:102,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:103,PERFORMS
Event:R:103,ATTACK:UNK,USES_TECHNIQUE
Event:R:103,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:103,PERFORMS
Event:B:103,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:104,PERFORMS
Event:R:104,ATTACK:UNK,USES_TECHNIQUE
Event:R:104,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:104,PERFORMS
Event:B:104,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:105,PERFORMS
Event:R:105,ATTACK:UNK,USES_TECHNIQUE
Event:R:105,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:105,PERFORMS
Event:B:105,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:106,PERFORMS
Event:R:106,ATTACK:UNK,USES_TECHNIQUE
Event:R:106,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:106,PERFORMS
Event:B:106,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:107,PERFORMS
Event:R:107,ATTACK:UNK,USES_TECHNIQUE
Event:R:107,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:107,PERFORMS
Event:B:107,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:108,PERFORMS
Event:R:108,ATTACK:UNK,USES_TECHNIQUE
Event:R:108,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:108,PERFORMS
Event:B:108,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:109,PERFORMS
Event:R:109,ATTACK:UNK,USES_TECHNIQUE
Event:R:109,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:109,PERFORMS
Event:B:109,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:110,PERFORMS
Event:R:110,ATTACK:UNK,USES_TECHNIQUE
Event:R:110,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:110,PERFORMS
Event:B:110,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:111,PERFORMS
Event:R:111,ATTACK:UNK,USES_TECHNIQUE
Event:R:111,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:111,PERFORMS
Event:B:111,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:112,PERFORMS
Event:R:112,ATTACK:UNK,USES_TECHNIQUE
Event:R:112,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:112,PERFORMS
Event:B:112,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:113,PERFORMS
Event:R:113,ATTACK:UNK,USES_TECHNIQUE
Event:R:113,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:113,PERFORMS
Event:B:113,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:114,PERFORMS
Event:R:114,ATTACK:UNK,USES_TECHNIQUE
Event:R:114,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:114,PERFORMS
Event:B:114,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:115,PERFORMS
Event:R:115,ATTACK:UNK,USES_TECHNIQUE
Event:R:115,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:115,PERFORMS
Event:B:115,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:116,PERFORMS
Event:R:116,ATTACK:UNK,USES_TECHNIQUE
Event:R:116,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:116,PERFORMS
Event:B:116,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:117,PERFORMS
Event:R:117,ATTACK:UNK,USES_TECHNIQUE
Event:R:117,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:117,PERFORMS
Event:B:117,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:118,PERFORMS
Event:R:118,ATTACK:UNK,USES_TECHNIQUE
Event:R:118,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:118,PERFORMS
Event:B:118,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:119,PERFORMS
Event:R:119,ATTACK:UNK,USES_TECHNIQUE
Event:R:119,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:119,PERFORMS
Event:B:119,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:120,PERFORMS
Event:R:120,ATTACK:UNK,USES_TECHNIQUE
Event:R:120,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:120,PERFORMS
Event:B:120,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:121,PERFORMS
Event:R:121,ATTACK:UNK,USES_TECHNIQUE
Event:R:121,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:121,PERFORMS
Event:B:121,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:122,PERFORMS
Event:R:122,ATTACK:UNK,USES_TECHNIQUE
Event:R:122,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:122,PERFORMS
Event:B:122,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:123,PERFORMS
Event:R:123,ATTACK:UNK,USES_TECHNIQUE
Event:R:123,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:123,PERFORMS
Event:B:123,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:124,PERFORMS
Event:R:124,ATTACK:UNK,USES_TECHNIQUE
Event:R:124,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:124,PERFORMS
Event:B:124,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:125,PERFORMS
Event:R:125,ATTACK:UNK,USES_TECHNIQUE
Event:R:125,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:125,PERFORMS
Event:B:125,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:126,PERFORMS
Event:R:126,ATTACK:UNK,USES_TECHNIQUE
Event:R:126,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:126,PERFORMS
Event:B:126,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:127,PERFORMS
Event:R:127,ATTACK:UNK,USES_TECHNIQUE
Event:R:127,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:127,PERFORMS
Event:B:127,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:128,PERFORMS
Event:R:128,ATTACK:UNK,USES_TECHNIQUE
Event:R:128,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:128,PERFORMS
Event:B:128,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:129,PERFORMS
Event:R:129,ATTACK:UNK,USES_TECHNIQUE
Event:R:129,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:129,PERFORMS
Event:B:129,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:130,PERFORMS
Event:R:130,ATTACK:UNK,USES_TECHNIQUE
Event:R:130,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:130,PERFORMS
Event:B:130,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:131,PERFORMS
Event:R:131,ATTACK:UNK,USES_TECHNIQUE
Event:R:131,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:131,PERFORMS
Event:B:131,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:132,PERFORMS
Event:R:132,ATTACK:UNK,USES_TECHNIQUE
Event:R:132,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:132,PERFORMS
Event:B:132,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:133,PERFORMS
Event:R:133,ATTACK:UNK,USES_TECHNIQUE
Event:R:133,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:133,PERFORMS
Event:B:133,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:134,PERFORMS
Event:R:134,ATTACK:UNK,USES_TECHNIQUE
Event:R:134,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:134,PERFORMS
Event:B:134,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:135,PERFORMS
Event:R:135,ATTACK:UNK,USES_TECHNIQUE
Event:R:135,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:135,PERFORMS
Event:B:135,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:136,PERFORMS
Event:R:136,ATTACK:UNK,USES_TECHNIQUE
Event:R:136,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:136,PERFORMS
Event:B:136,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:137,PERFORMS
Event:R:137,ATTACK:UNK,USES_TECHNIQUE
Event:R:137,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:137,PERFORMS
Event:B:137,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:138,PERFORMS
Event:R:138,ATTACK:UNK,USES_TECHNIQUE
Event:R:138,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:138,PERFORMS
Event:B:138,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:139,PERFORMS
Event:R:139,ATTACK:UNK,USES_TECHNIQUE
Event:R:139,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:139,PERFORMS
Event:B:139,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:140,PERFORMS
Event:R:140,ATTACK:UNK,USES_TECHNIQUE
Event:R:140,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:140,PERFORMS
Event:B:140,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:141,PERFORMS
Event:R:141,ATTACK:UNK,USES_TECHNIQUE
Event:R:141,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:141,PERFORMS
Event:B:141,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:142,PERFORMS
Event:R:142,ATTACK:UNK,USES_TECHNIQUE
Event:R:142,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:142,PERFORMS
Event:B:142,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:143,PERFORMS
Event:R:143,ATTACK:UNK,USES_TECHNIQUE
Event:R:143,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:143,PERFORMS
Event:B:143,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:144,PERFORMS
Event:R:144,ATTACK:UNK,USES_TECHNIQUE
Event:R:144,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:144,PERFORMS
Event:B:144,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:145,PERFORMS
Event:R:145,ATTACK:UNK,USES_TECHNIQUE
Event:R:145,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:145,PERFORMS
Event:B:145,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:146,PERFORMS
Event:R:146,ATTACK:UNK,USES_TECHNIQUE
Event:R:146,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:146,PERFORMS
Event:B:146,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:147,PERFORMS
Event:R:147,ATTACK:UNK,USES_TECHNIQUE
Event:R:147,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:147,PERFORMS
Event:B:147,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:148,PERFORMS
Event:R:148,ATTACK:UNK,USES_TECHNIQUE
Event:R:148,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:148,PERFORMS
Event:B:148,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:149,PERFORMS
Event:R:149,ATTACK:UNK,USES_TECHNIQUE
Event:R:149,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:149,PERFORMS
Event:B:149,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:150,PERFORMS
Event:R:150,ATTACK:UNK,USES_TECHNIQUE
Event:R:150,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:150,PERFORMS
Event:B:150,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:151,PERFORMS
Event:R:151,ATTACK:UNK,USES_TECHNIQUE
Event:R:151,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:151,PERFORMS
Event:B:151,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:152,PERFORMS
Event:R:152,ATTACK:UNK,USES_TECHNIQUE
Event:R:152,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:152,PERFORMS
Event:B:152,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:153,PERFORMS
Event:R:153,ATTACK:UNK,USES_TECHNIQUE
Event:R:153,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:153,PERFORMS
Event:B:153,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:154,PERFORMS
Event:R:154,ATTACK:UNK,USES_TECHNIQUE
Event:R:154,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:154,PERFORMS
Event:B:154,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:155,PERFORMS
Event:R:155,ATTACK:UNK,USES_TECHNIQUE
Event:R:155,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:155,PERFORMS
Event:B:155,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:156,PERFORMS
Event:R:156,ATTACK:UNK,USES_TECHNIQUE
Event:R:156,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:156,PERFORMS
Event:B:156,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:157,PERFORMS
Event:R:157,ATTACK:UNK,USES_TECHNIQUE
Event:R:157,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:157,PERFORMS
Event:B:157,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:158,PERFORMS
Event:R:158,ATTACK:UNK,USES_TECHNIQUE
Event:R:158,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:158,PERFORMS
Event:B:158,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:159,PERFORMS
Event:R:159,ATTACK:UNK,USES_TECHNIQUE
Event:R:159,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:159,PERFORMS
Event:B:159,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:160,PERFORMS
Event:R:160,ATTACK:UNK,USES_TECHNIQUE
Event:R:160,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:160,PERFORMS
Event:B:160,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:161,PERFORMS
Event:R:161,ATTACK:UNK,USES_TECHNIQUE
Event:R:161,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:161,PERFORMS
Event:B:161,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:162,PERFORMS
Event:R:162,ATTACK:UNK,USES_TECHNIQUE
Event:R:162,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:162,PERFORMS
Event:B:162,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:163,PERFORMS
Event:R:163,ATTACK:UNK,USES_TECHNIQUE
Event:R:163,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:163,PERFORMS
Event:B:163,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:164,PERFORMS
Event:R:164,ATTACK:UNK,USES_TECHNIQUE
Event:R:164,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:164,PERFORMS
Event:B:164,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:165,PERFORMS
Event:R:165,ATTACK:UNK,USES_TECHNIQUE
Event:R:165,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:165,PERFORMS
Event:B:165,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:166,PERFORMS
Event:R:166,ATTACK:UNK,USES_TECHNIQUE
Event:R:166,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:166,PERFORMS
Event:B:166,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:167,PERFORMS
Event:R:167,ATTACK:UNK,USES_TECHNIQUE
Event:R:167,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:167,PERFORMS
Event:B:167,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:168,PERFORMS
Event:R:168,ATTACK:UNK,USES_TECHNIQUE
Event:R:168,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:168,PERFORMS
Event:B:168,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:169,PERFORMS
Event:R:169,ATTACK:UNK,USES_TECHNIQUE
Event:R:169,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:169,PERFORMS
Event:B:169,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:170,PERFORMS
Event:R:170,ATTACK:UNK,USES_TECHNIQUE
Event:R:170,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:170,PERFORMS
Event:B:170,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:171,PERFORMS
Event:R:171,ATTACK:UNK,USES_TECHNIQUE
Event:R:171,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:171,PERFORMS
Event:B:171,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:172,PERFORMS
Event:R:172,ATTACK:UNK,USES_TECHNIQUE
Event:R:172,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:172,PERFORMS
Event:B:172,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:173,PERFORMS
Event:R:173,ATTACK:UNK,USES_TECHNIQUE
Event:R:173,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:173,PERFORMS
Event:B:173,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:174,PERFORMS
Event:R:174,ATTACK:UNK,USES_TECHNIQUE
Event:R:174,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:174,PERFORMS
Event:B:174,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:175,PERFORMS
Event:R:175,ATTACK:UNK,USES_TECHNIQUE
Event:R:175,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:175,PERFORMS
Event:B:175,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:176,PERFORMS
Event:R:176,ATTACK:UNK,USES_TECHNIQUE
Event:R:176,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:176,PERFORMS
Event:B:176,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:177,PERFORMS
Event:R:177,ATTACK:UNK,USES_TECHNIQUE
Event:R:177,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:177,PERFORMS
Event:B:177,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:178,PERFORMS
Event:R:178,ATTACK:UNK,USES_TECHNIQUE
Event:R:178,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:178,PERFORMS
Event:B:178,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:179,PERFORMS
Event:R:179,ATTACK:UNK,USES_TECHNIQUE
Event:R:179,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:179,PERFORMS
Event:B:179,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:180,PERFORMS
Event:R:180,ATTACK:UNK,USES_TECHNIQUE
Event:R:180,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:180,PERFORMS
Event:B:180,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:181,PERFORMS
Event:R:181,ATTACK:UNK,USES_TECHNIQUE
Event:R:181,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:181,PERFORMS
Event:B:181,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:182,PERFORMS
Event:R:182,ATTACK:UNK,USES_TECHNIQUE
Event:R:182,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:182,PERFORMS
Event:B:182,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:183,PERFORMS
Event:R:183,ATTACK:UNK,USES_TECHNIQUE
Event:R:183,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:183,PERFORMS
Event:B:183,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:184,PERFORMS
Event:R:184,ATTACK:UNK,USES_TECHNIQUE
Event:R:184,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:184,PERFORMS
Event:B:184,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:185,PERFORMS
Event:R:185,ATTACK:UNK,USES_TECHNIQUE
Event:R:185,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:185,PERFORMS
Event:B:185,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:186,PERFORMS
Event:R:186,ATTACK:UNK,USES_TECHNIQUE
Event:R:186,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:186,PERFORMS
Event:B:186,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:187,PERFORMS
Event:R:187,ATTACK:UNK,USES_TECHNIQUE
Event:R:187,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:187,PERFORMS
Event:B:187,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:188,PERFORMS
Event:R:188,ATTACK:UNK,USES_TECHNIQUE
Event:R:188,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:188,PERFORMS
Event:B:188,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:189,PERFORMS
Event:R:189,ATTACK:UNK,USES_TECHNIQUE
Event:R:189,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:189,PERFORMS
Event:B:189,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:190,PERFORMS
Event:R:190,ATTACK:UNK,USES_TECHNIQUE
Event:R:190,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:190,PERFORMS
Event:B:190,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:191,PERFORMS
Event:R:191,ATTACK:UNK,USES_TECHNIQUE
Event:R:191,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:191,PERFORMS
Event:B:191,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:192,PERFORMS
Event:R:192,ATTACK:UNK,USES_TECHNIQUE
Event:R:192,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:192,PERFORMS
Event:B:192,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:193,PERFORMS
Event:R:193,ATTACK:UNK,USES_TECHNIQUE
Event:R:193,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:193,PERFORMS
Event:B:193,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:194,PERFORMS
Event:R:194,ATTACK:UNK,USES_TECHNIQUE
Event:R:194,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:194,PERFORMS
Event:B:194,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:195,PERFORMS
Event:R:195,ATTACK:UNK,USES_TECHNIQUE
Event:R:195,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:195,PERFORMS
Event:B:195,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:196,PERFORMS
Event:R:196,ATTACK:UNK,USES_TECHNIQUE
Event:R:196,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:196,PERFORMS
Event:B:196,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:197,PERFORMS
Event:R:197,ATTACK:UNK,USES_TECHNIQUE
Event:R:197,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:197,PERFORMS
Event:B:197,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:198,PERFORMS
Event:R:198,ATTACK:UNK,USES_TECHNIQUE
Event:R:198,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:198,PERFORMS
Event:B:198,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:199,PERFORMS
Event:R:199,ATTACK:UNK,USES_TECHNIQUE
Event:R:199,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:199,PERFORMS
Event:B:199,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:200,PERFORMS
Event:R:200,ATTACK:UNK,USES_TECHNIQUE
Event:R:200,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:200,PERFORMS
Event:B:200,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:201,PERFORMS
Event:R:201,ATTACK:UNK,USES_TECHNIQUE
Event:R:201,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:201,PERFORMS
Event:B:201,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:202,PERFORMS
Event:R:202,ATTACK:UNK,USES_TECHNIQUE
Event:R:202,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:202,PERFORMS
Event:B:202,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:203,PERFORMS
Event:R:203,ATTACK:UNK,USES_TECHNIQUE
Event:R:203,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:203,PERFORMS
Event:B:203,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:204,PERFORMS
Event:R:204,ATTACK:UNK,USES_TECHNIQUE
Event:R:204,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:204,PERFORMS
Event:B:204,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:205,PERFORMS
Event:R:205,ATTACK:UNK,USES_TECHNIQUE
Event:R:205,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:205,PERFORMS
Event:B:205,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:206,PERFORMS
Event:R:206,ATTACK:UNK,USES_TECHNIQUE
Event:R:206,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:206,PERFORMS
Event:B:206,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:207,PERFORMS
Event:R:207,ATTACK:UNK,USES_TECHNIQUE
Event:R:207,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:207,PERFORMS
Event:B:207,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:208,PERFORMS
Event:R:208,ATTACK:UNK,USES_TECHNIQUE
Event:R:208,Object:Op_Server0,TARGETS
Agent:Blue,Event:B:208,PERFORMS
Event:B:208,ATTACK:DFEND_Monitor,USES_TECHNIQUE
Agent:Red,Event:R:209,PERFORMS
